-80	-180	-3480.4931345278223	-8908.160502179058	3.388942133111116	0.2950773311423942
-80	-170	-3287.132404831833	-8908.160502179058	3.231442723134311	0.3094592990572915
-80	-160	-3093.771675135842	-8908.160502179058	3.075276101177364	0.3251740549892723
-80	-150	-2900.410945439852	-8908.160502179058	2.9206143806187255	0.34239371231956084
-80	-140	-2707.050215743862	-8908.160502179058	2.767655885209634	0.3613165947993964
-80	-130	-2513.689486047872	-8908.160502179058	2.6166290165281696	0.3821711040068585
-80	-120	-2320.3287563518816	-8908.160502179058	2.467796356507999	0.40521982187561556
-80	-110	-2126.9680266558917	-8908.160502179058	2.321458781702509	0.43076362495766507
-80	-100	-1933.6072969599015	-8908.160502179058	2.1779592022285126	0.4591454233739841
-80	-90	-1740.2465672639112	-8908.160502179058	2.0376853125346304	0.490752911567641
-80	-80	-1546.885837567921	-8908.160502179058	1.9010704546674282	0.526019431589366
-80	-70	-1353.525107871931	-8908.160502179058	1.7685913773122917	0.5654217321231567
-80	-60	-1160.1643781759408	-8908.160502179058	1.640761404222495	0.6094731369222872
-80	-50	-966.8036484799508	-8908.160502179058	1.5181174515835123	0.6587105621715381
-80	-40	-773.4429187839605	-8908.160502179058	1.4011996721873965	0.7136741606643491
-80	-30	-580.0821890879704	-8908.160502179058	1.2905234845077103	0.7748793508732437
-80	-20	-386.72145939198026	-8908.160502179058	1.1865454641684077	0.8427827084226946
-80	-10	-193.36072969599013	-8908.160502179058	1.0896267962169262	0.91774541836014
-80	0	0.0	-8908.160502179058	0.9999999999727248	0.9999999999727248
-80	10	193.36072969599013	-8908.160502179058	1.0896267962456587	0.9177454183249378
-80	20	386.72145939198026	-8908.160502179058	1.1865454641944675	0.8427827083848197
-80	30	580.0821890879704	-8908.160502179058	1.2905234845314804	0.7748793508334251
-80	40	773.4429187839605	-8908.160502179058	1.4011996722080267	0.7136741606210445
-80	50	966.8036484799508	-8908.160502179058	1.5181174516023752	0.6587105621271596
-80	60	1160.1643781759408	-8908.160502179058	1.6407614042420935	0.6094731368772567
-80	70	1353.525107871931	-8908.160502179058	1.7685913773300181	0.565421732076254
-80	80	1546.885837567921	-8908.160502179058	1.9010704546878703	0.526019431545873
-80	90	1740.2465672639112	-8908.160502179058	2.037685312551319	0.4907529115190069
-80	100	1933.6072969599015	-8908.160502179058	2.1779592022377603	0.4591454233179084
-80	110	2126.9680266558917	-8908.160502179058	2.3214587817113452	0.4307636249039539
-80	120	2320.3287563518816	-8908.160502179058	2.4677963565225802	0.4052198218262615
-80	130	2513.689486047872	-8908.160502179058	2.6166290165363173	0.38217110395107134
