-9.0	37.0	-800.3669969521035	4120.024232257814	
-9.1	38.0	-798.4938632775369	4231.376238535053	
-9.5	38.1	-832.4545382995656	4242.511439162777	
-9.0	40.5	-762.0545686926963	4509.7562542281485	
-9.3	43.0	-757.3706283542873	4788.136269921244	
-5.0	43.5	-403.85945757153996	4843.8122730598625	
-2.0	43.4	-161.81109464568482	4832.677072432139	
-1.5	45.0	-118.10663810604325	5010.84028247572	
-2.1	46.0	-162.43836677856132	5122.192288752958	
-5.0	48.0	-372.54517739781903	5344.896301307435	
0.0	49.0	0.0	5456.248307584673	
2.0	51.0	140.15217626915103	5678.952320139149	
4.0	53.0	268.05324094305263	5901.656332693626	
5.0	54.0	327.2553355146976	6013.008338970864	
8.0	54.5	517.2995133562829	6068.684342109484	
7.0	57.0	424.52654472075585	6347.064357802579	
11.0	58.0	649.0833056105782	6458.416364079818	
11.5	55.0	734.4921998219326	6124.360345248102	
9.0	55.0	574.8199824693385	6124.360345248102	
12.0	54.0	785.4128052352743	6013.008338970864	
14.0	55.0	894.1644171745266	6124.360345248102	
14.7	54.4	952.8622412180619	6057.54914148176	
18.0	55.0	1149.639964938677	6124.360345248102	
19.0	54.0	1243.570274955851	6013.008338970864	
22.0	56.0	1369.8795373441565	6235.712351525341	
22.0	57.0	1334.2262834080898	6347.064357802579	
23.0	57.5	1376.075955312043	6402.740360941198	
24.0	56.0	1494.41404073908	6235.712351525341	
24.0	58.0	1416.1817576958072	6458.416364079818	
23.0	58.1	1353.3813815981307	6469.551564707541	
22.8	59.0	1307.5919232691438	6569.768370357056	
21.0	58.0	1239.1590379838312	6458.416364079818	
20.0	60.0	1113.5200627723823	6681.120376634293	
19.0	60.5	1041.814675758324	6736.796379772913	
23.5	60.0	1308.3860737575496	6681.120376634293	
22.0	61.0	1187.6595252925833	6792.472382911531	
21.8	63.0	1102.0500148943388	7015.176395466008	
25.0	66.0	1132.2735308239828	7349.232414297723	
23.0	66.0	1041.691648358064	7349.232414297723	
20.0	62.0	1045.5320081263872	6903.82438918877	
18.0	61.0	971.7214297848409	6792.472382911531	
18.2	60.5	997.948794673763	6736.796379772913	
19.0	60.0	1057.8440596337634	6681.120376634293	
17.0	57.5	1017.099619143684	6402.740360941198	
17.0	56.0	1058.5432788568485	6235.712351525341	
13.0	55.0	830.295530233489	6124.360345248102	
11.0	60.0	612.4360345248103	6681.120376634293	
8.0	58.0	472.06058589860237	6458.416364079818	
5.3	59.0	303.9577716371255	6569.768370357056	
5.0	62.0	261.3830020315968	6903.82438918877	
10.0	64.0	488.1350668901747	7126.528401743247	
13.0	66.0	588.7822360284711	7349.232414297723	
20.0	70.0	761.6925829308358	7794.640439406675	
25.0	71.0	906.3166794695545	7905.9924456839135	
34.0	69.0	1356.7696656891956	7683.288433129437	
41.0	67.0	1783.8564979622495	7460.584420574962	
40.0	66.0	1811.6376493183723	7349.232414297723	
39.0	65.0	1835.3162620348087	7237.8804080204845	
33.0	67.0	1435.7869373842495	7460.584420574962	
35.0	64.0	1708.4727341156113	7126.528401743247	
40.0	65.0	1882.3756533690348	7237.8804080204845	
43.0	66.0	1947.5104730172504	7349.232414297723	
44.0	68.0	1835.380612627912	7571.9364268521995	
46.0	67.0	2001.3999733234994	7460.584420574962	
46.0	66.0	2083.383296716128	7349.232414297723	
55.0	68.0	2294.22576578489	7571.9364268521995	
60.0	70.0	2285.0777487925075	7794.640439406675	
66.0	69.0	2633.7293510437325	7683.288433129437	
69.0	67.0	3002.0999599852485	7460.584420574962	
66.0	70.0	2513.5855236717584	7794.640439406675	
70.0	73.0	2278.9323129701115	8128.696458238391	
73.0	72.0	2511.905347711108	8017.344451961152	
73.0	68.0	3045.0632891326723	7571.9364268521995	
70.0	66.0	3170.3658863071514	7349.232414297723	
69.0	65.0	3247.098002061585	7237.8804080204845	
69.0	64.5	3307.740930441042	7182.204404881865	
70.0	65.0	3294.157393395811	7237.8804080204845	
74.0	68.0	3086.776484874216	7571.9364268521995	
74.5	73.0	2425.43510451819	8128.696458238391	
80.0	73.0	2604.494071965842	8128.696458238391	
83.0	71.0	3008.971375838921	7905.9924456839135	
80.0	74.0	2455.421806014067	8240.048464515628	
85.0	75.0	2449.701694468599	8351.400470792867	
88.0	76.0	2370.5869824925694	8462.752477070106	
91.0	76.5	2365.50947555422	8518.428480208724	
95.0	76.8	2415.596114587584	8551.834082091895	
100.0	77.0	2504.8751215369407	8574.104483347344	
105.0	78.0	2430.895309610288	8685.456489624581	
106.0	76.0	2855.4797743660497	8462.752477070106	
112.0	76.0	3017.1107049905436	8462.752477070106	
114.0	74.0	3498.9760735700456	8240.048464515628	
103.0	72.0	3544.1952166334813	8017.344451961152	
112.5	73.0	3662.569788701965	8128.696458238391	
118.0	74.0	3621.747163870749	8240.048464515628	
125.0	74.1	3813.2385799433787	8251.183665143351	
129.0	73.4	4103.744501599019	8173.237260749286	
130.0	71.0	4712.846733241684	7905.9924456839135	
133.0	72.0	4576.485085555854	8017.344451961152	
140.0	72.0	4817.352721637741	8017.344451961152	
140.0	73.0	4557.864625940223	8128.696458238391	
145.0	72.8	4774.514273486512	8106.426056982943	
150.0	72.7	4966.993326750382	8095.29085635522	
153.0	71.0	5546.658078353674	7905.9924456839135	
160.0	71.0	5800.426748605149	7905.9924456839135	
160.0	69.0	6384.798426772684	7683.288433129437	
166.0	69.2	6563.95086938887	7705.558834384886	
170.0	68.0	7091.243276062388	7571.9364268521995	
170.0	70.0	6474.386954912105	7794.640439406675	
175.0	69.8	6728.6882639206815	7772.370038151227	
